,Division,Time,home_team,away_team,full_time_home_goals,full_time_away_goals,half_time_home_goals,half_time_away_goals,Referee,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_coef,draw_coef,away_coef,away_shots_on_target
33778,18,,331,10,0,0,0,0,-1,15,5,6,1,,,8,2,2,5,0,0,2.31800142,3.184732386,3.779350142,2.421857177
33779,18,,348,249,0,3,0,1,-1,8,11,4,6,,,9,4,0,0,0,0,3.440829797,3.044982121,2.557784982,0.388472113
33780,18,,372,72,1,4,0,1,-1,12,8,8,6,,,6,1,4,2,0,0,2.447558065,3.280337157,3.371739741,1.106689115
33781,2,,130,456,0,3,0,1,-1,17,16,6,8,11,12,8,5,2,1,0,0,3.940383258,3.657483947,2.071227097,-0.816586011
33782,8,,67,387,1,2,0,1,-1,5,7,2,2,17,17,2,3,3,3,0,0,3.093248162,3.164240743,2.697718069,-0.636934208
33783,9,,82,356,1,4,0,1,111,20,16,7,6,8,8,6,4,1,2,0,0,2.112480498,3.732048881,3.72198945,0.402914918
33784,2,,457,421,3,0,1,0,-1,12,8,6,2,15,15,3,5,0,1,0,1,2.217507465,3.527852785,3.628648579,-0.237278923
33785,2,,470,305,4,1,3,0,-1,16,5,6,4,7,12,9,3,0,1,0,0,1.587205276,4.608999936,6.135158855,1.211208757
33786,2,,339,3,3,2,1,1,-1,25,15,9,8,10,16,10,7,0,3,0,0,1.431416386,5.202458177,8.391061576,1.005344276
33787,4,,76,265,2,2,0,2,142,13,14,5,4,13,15,4,7,4,1,0,0,4.734442516,3.950459562,1.832687426,-0.149561586
33788,11,,363,487,2,3,0,3,143,7,14,3,10,21,14,4,3,1,1,0,0,2.585753881,3.38137046,3.053178621,-2.56381772
33789,3,,144,20,1,0,0,0,133,7,7,3,2,9,8,3,5,0,0,0,0,2.954246861,3.451697363,2.619229176,0.537473357
33790,17,,268,301,0,2,0,1,-1,5,8,2,7,,,2,3,4,1,1,0,1.905598564,3.69969934,4.652498622,1.637636128
33791,3,,374,433,3,0,1,0,144,20,9,11,2,13,17,6,6,2,3,0,0,1.691304925,4.152305504,5.620803792,0.630490406
33792,3,,371,17,2,5,1,2,145,9,13,3,9,7,11,4,6,2,1,0,0,2.102128207,3.663417604,3.826689698,-0.145058195
33793,9,,192,74,0,1,0,1,128,11,10,2,5,12,15,4,5,2,3,1,0,4.06610463,3.641287729,2.043167003,-0.163760379
33794,17,,329,473,0,3,0,3,-1,16,10,10,7,,,10,6,1,0,0,0,1.754145294,4.159830269,5.011843697,0.836044069
33795,17,,285,188,1,1,0,1,-1,9,13,5,7,,,7,7,2,1,0,0,3.165252915,3.45210396,2.47285384,0.392843062
33796,9,,66,291,1,0,1,0,41,11,13,6,2,9,8,4,10,0,0,0,0,3.099941759,3.433160254,2.52438254,0.581295892
33797,17,,157,241,1,2,0,1,-1,16,9,7,6,,,10,1,3,4,0,0,2.278606239,3.71402779,3.312511273,0.990445108
33798,8,,56,283,1,0,0,0,-1,10,7,4,5,20,18,9,4,3,1,0,0,2.479727611,3.223645894,3.372429551,-1.892146002
33799,9,,65,134,1,3,0,0,60,11,11,4,4,10,9,5,3,2,0,0,0,1.906577876,3.753883901,4.563932532,0.518720543
33800,2,,214,12,2,1,0,0,-1,14,29,8,11,15,16,3,8,1,1,0,0,7.653175337,5.196475724,1.455821993,-0.830122303
33801,9,,337,366,3,0,0,0,27,11,7,5,3,8,8,4,7,0,0,0,0,2.653887093,3.430880652,2.92633938,0.5155817
33802,18,,413,255,3,2,1,0,-1,17,19,9,11,,,2,4,4,2,0,0,2.361947002,3.129075089,3.744796316,0.193184639
33803,5,,185,234,1,1,1,1,-1,6,6,3,1,20,19,4,1,2,3,0,0,2.026546464,3.478400648,4.365644871,-0.749112987
33804,5,,14,236,1,3,1,2,-1,16,7,7,3,12,23,5,3,2,4,0,0,2.242784378,3.846222983,3.288063975,-0.510603118
33805,9,,317,171,0,1,0,0,126,12,11,4,4,8,9,6,4,0,2,0,0,2.786959597,3.405157907,2.797093995,0.360991237
33806,8,,298,167,0,0,0,0,-1,11,6,0,4,18,23,8,4,1,2,0,0,2.445548605,3.267496477,3.389266532,-1.836741296
33807,9,,389,404,1,1,0,0,101,14,9,4,5,14,10,10,2,0,0,0,0,2.383275825,3.433532969,3.342645331,-0.880185805
33808,4,,141,370,2,1,1,1,122,9,12,3,6,7,13,0,4,1,4,1,0,1.73751154,3.929604588,5.555996205,1.268099823
33809,5,,196,168,2,2,1,1,-1,6,8,4,5,20,12,0,4,4,1,0,0,5.085307124,3.960866704,1.782896522,-0.790225684
33810,4,,142,225,5,1,3,1,58,15,13,9,2,14,14,5,7,1,4,0,0,2.434197505,3.535141604,3.161426635,0.010094493
33811,4,,299,425,4,1,1,1,56,11,10,5,3,18,12,6,7,1,2,1,0,2.734130332,3.430274217,2.83502075,-0.647094668
33812,11,,491,7,3,2,3,1,62,10,11,7,7,17,11,1,9,1,2,0,0,3.462629064,3.503246414,2.294880259,-1.068922536
33813,3,,46,175,3,0,2,0,146,16,12,8,5,7,2,8,5,0,1,0,0,1.700808379,4.308035594,5.265376837,1.513695466
33814,9,,474,326,2,1,0,1,26,16,10,5,6,12,12,8,4,2,3,0,0,2.267253752,3.325305504,3.728372837,-0.356347469
33815,9,,394,416,5,0,4,0,127,17,10,10,3,19,22,5,3,2,1,0,0,2.538938104,3.473267327,3.046725725,-1.717529472
33816,9,,360,104,2,0,0,0,124,14,14,4,7,11,9,5,5,1,0,0,0,2.682412204,3.441585469,2.884858408,-0.594309028
33817,11,,438,161,1,1,0,1,29,10,14,5,6,12,21,2,14,1,2,0,0,2.54078265,3.514916709,3.012785751,-0.989132934
33818,4,,165,139,1,1,1,1,61,19,7,7,4,4,10,11,5,0,0,0,0,1.604779267,4.436141413,6.19424354,1.564189591
33819,11,,320,109,2,0,0,0,31,13,6,9,3,6,16,8,0,1,4,0,1,2.200220022,3.600360036,3.600360036,0.769973967
33820,9,,2,410,0,1,0,1,46,6,14,2,5,14,19,2,4,2,2,0,0,2.063921357,3.439868928,4.259367113,-0.72596473
33821,11,,92,95,1,2,1,2,147,8,10,2,7,9,10,3,2,1,1,0,0,2.264907211,3.523188995,3.513122741,-0.174730203
33822,1,,393,5,1,2,1,1,148,5,13,3,7,21,14,2,6,3,1,0,0,5.033964951,3.996968171,1.782023593,-1.489540098
33823,1,,375,217,2,3,1,2,48,12,13,2,4,15,14,6,5,6,3,1,0,1.806962209,3.8435384,5.091440478,0.423489628
33824,1,,239,211,0,1,0,1,95,8,9,3,4,23,17,4,5,3,2,1,1,3.368297836,3.530137973,2.326451959,-1.437161667
33825,19,,22,24,0,2,0,1,-1,10,12,1,6,8,18,5,5,3,2,0,0,3.049320317,3.129565588,2.758431207,-0.45550973
33826,7,,222,85,4,1,1,1,112,27,6,11,2,13,6,5,2,2,1,0,1,1.679757725,3.973079648,6.135641988,1.535587283
33827,10,,80,280,0,2,0,0,2,6,14,2,4,6,9,3,10,0,2,0,0,11.01993082,5.560056006,1.352446055,2.919905613
33828,19,,308,284,0,1,0,0,-1,14,13,3,10,13,12,6,9,1,3,0,0,3.613428398,3.442794279,2.258392749,-1.198294149
33829,19,,71,287,2,0,1,0,-1,12,6,5,1,17,10,5,1,1,2,0,0,1.495184194,4.585231529,8.123834123,1.541919649
33830,19,,445,295,1,0,1,0,-1,8,14,4,1,25,12,5,3,4,3,0,0,2.299668881,3.249532114,3.739461572,-0.912061108
33831,7,,409,369,1,1,0,1,109,14,10,4,4,10,16,4,1,0,3,0,0,1.877483667,3.633839355,4.946059122,0.27115132
33832,10,,127,220,0,3,0,2,15,14,8,4,6,7,19,12,9,1,3,0,0,1.857350608,3.614303886,5.130303571,0.06448579
33833,10,,158,432,1,0,1,0,16,9,9,4,1,13,10,6,7,1,1,0,0,1.719270492,3.873415285,5.875859741,1.081395948
33834,10,,476,264,3,3,2,1,12,9,14,4,5,14,8,3,3,0,3,0,0,5.975212906,4.272277228,1.643183549,0.362525938
33835,10,,479,73,1,0,1,0,18,16,9,6,2,15,3,8,2,3,1,0,0,2.499452399,3.299277167,3.259285929,0.339118106
33836,7,,252,367,0,0,0,0,35,12,9,4,1,14,14,6,4,1,1,0,1,2.09826157,3.486966088,4.05461173,0.182212104
33837,11,,51,272,1,0,0,0,105,7,9,3,3,10,13,4,7,2,1,0,0,3.380275916,3.429985856,2.366193141,0.110763561
33838,10,,107,83,2,3,0,3,17,19,10,6,5,16,11,8,5,3,3,2,0,1.263830797,6.519762046,15.2963648,4.312375716
33839,19,,90,423,0,1,0,0,-1,10,6,4,4,12,15,8,2,1,1,0,0,3.089499739,3.209869859,2.66820432,-0.740605785
33840,10,,415,437,0,0,0,0,8,29,4,2,0,10,13,13,0,2,1,0,0,1.655784673,4.01402345,6.372262226,1.317405595
33841,7,,52,226,1,2,1,0,96,25,9,10,2,11,14,11,7,1,2,0,0,2.598947153,3.328651546,3.078752782,-0.067271287
33842,11,,108,122,1,0,1,0,149,14,13,5,6,12,12,8,7,0,1,0,0,2.097543088,3.495905146,4.045261669,-0.530626608
33843,11,,115,430,1,1,0,0,137,10,17,2,5,12,16,6,9,0,0,0,0,2.436640917,3.538690128,3.154489486,-0.884543397
33844,11,,125,311,1,1,1,1,44,11,23,3,10,4,8,4,13,0,2,1,0,2.346747645,3.535360089,3.322019394,0.375821677
33845,11,,201,120,0,2,0,0,64,6,12,0,4,14,12,1,6,1,1,1,0,2.909146771,3.35206185,2.717887986,-0.317741528
33846,11,,263,297,1,1,0,0,36,26,10,10,4,9,12,8,6,0,0,0,0,1.664671962,4.237346812,5.770862801,0.728838218
33847,11,,282,174,2,0,0,0,66,17,6,8,2,17,16,6,3,1,6,0,0,1.827373625,3.76458938,5.072709297,0.172193648
33848,1,,424,300,4,1,2,1,20,9,11,7,3,9,13,7,6,1,0,0,3,1.841103933,3.843178701,4.839185747,1.120305222
33849,5,,13,412,1,0,0,0,-1,9,5,3,1,17,15,3,4,3,2,0,0,2.114988082,3.555194253,3.907692267,-0.161246515
33850,3,,9,29,1,1,0,1,150,10,20,2,11,12,7,3,6,1,0,0,0,2.646379227,3.75069537,2.735918374,-1.12431085
33851,1,,208,140,3,0,2,0,57,13,11,7,4,13,19,5,7,1,3,0,0,2.464045166,3.346234176,3.275253451,-0.696079577
33852,7,,288,408,1,0,1,0,104,15,7,2,3,19,11,4,3,1,1,0,0,1.907121162,3.494724642,5.012433629,-0.406253839
33853,7,,290,70,1,1,0,0,67,14,5,8,2,14,16,4,0,2,3,0,0,2.066725297,3.518473799,4.133450594,-0.032507273
33854,7,,377,181,1,1,0,0,75,23,6,6,3,18,7,9,3,3,1,0,1,3.645261669,3.786629158,2.120512328,-0.273918001
33855,7,,132,485,0,2,0,1,4,13,12,3,3,6,10,10,5,0,0,0,0,2.419447147,3.225929529,3.488036304,0.46576688
33856,7,,94,36,3,0,1,0,45,15,10,12,1,9,9,4,7,0,1,0,0,2.713623729,3.216146642,3.025187935,0.743619704
33857,7,,77,319,3,4,1,2,33,20,13,9,6,11,13,12,3,1,3,0,0,1.879960089,3.890612591,4.523968129,-0.173813644
33858,7,,64,81,2,1,1,1,83,18,25,8,3,15,15,2,10,0,2,1,0,2.610364021,3.376339564,3.02358767,-0.387345382
33859,10,,281,480,4,0,1,0,3,22,9,6,1,19,7,11,1,2,2,0,0,1.336442677,5.707514589,11.55570736,2.834112452
33860,17,,427,428,1,0,0,0,-1,10,10,5,4,,,2,3,3,4,0,2,3.725641587,3.451548065,2.213051406,2.346501722
33861,5,,447,240,2,1,1,1,-1,9,11,6,4,20,20,1,6,4,2,0,0,1.722242219,3.849717901,5.89614689,-0.599761406
33862,8,,340,45,2,2,0,2,-1,16,7,5,3,17,20,2,3,1,3,0,0,2.057276623,3.361891067,4.415618118,-0.773697654
33863,10,,310,444,0,2,0,0,9,6,18,3,6,6,10,5,7,1,2,1,0,5.463224894,3.973254468,1.73829883,0.941606174
33864,17,,103,23,2,0,0,0,-1,8,8,4,6,,,7,5,2,3,0,0,4.386148542,3.626423044,1.975286295,1.034347823
33865,5,,490,333,3,1,1,0,-1,10,9,6,5,14,13,3,5,1,3,0,1,2.971782773,3.545284711,2.554690454,-0.361937517
33866,17,,27,186,3,5,1,4,-1,8,12,5,8,,,5,3,1,1,0,0,3.631653863,3.48963388,2.231742597,0.424985221
33867,5,,60,26,2,0,1,0,-1,9,6,5,2,23,16,3,3,3,4,0,0,1.492692934,4.874099375,7.4126928,0.463185101
33868,7,,318,436,1,3,0,1,25,14,9,3,5,16,18,13,1,0,1,0,0,1.858650519,3.89814271,4.641602918,-1.289115394
33869,9,,482,86,4,1,1,1,65,11,5,6,3,15,14,5,3,1,4,0,0,1.996306774,3.648073292,4.256085507,-0.047148756
33870,19,,434,262,3,0,0,0,-1,22,12,9,2,8,13,7,5,1,2,0,1,3.720197601,3.45877831,2.212009384,0.680366
33871,19,,206,349,0,3,0,0,-1,4,21,0,8,9,13,4,6,2,2,0,0,13.1910066,6.088156893,1.298806804,2.277346004
33872,19,,133,294,1,4,1,3,-1,15,16,3,6,10,12,6,10,0,2,0,0,6.576282628,4.370943137,1.589433868,0.442969496
33873,2,,494,390,4,2,1,1,-1,29,10,10,6,8,9,7,2,0,1,0,0,1.888649264,3.746836443,4.681007046,0.369552055
33874,2,,483,160,1,2,0,1,-1,9,9,2,3,7,13,8,1,3,3,0,0,2.115596175,3.536067893,3.928964325,0.779879453
33875,2,,202,212,3,3,0,2,-1,16,19,5,8,11,15,6,6,1,2,0,0,2.275536789,3.741993831,3.29699997,-0.8933262
33876,2,,169,451,2,1,1,1,-1,15,7,7,3,10,24,4,1,2,4,0,0,1.270806185,6.75746146,13.31320765,3.600230835
33877,8,,417,364,2,1,1,1,-1,8,8,4,1,14,21,5,7,3,3,0,0,1.56972251,4.395223027,6.876397317,0.937962707
33878,8,,441,365,0,1,0,1,-1,5,15,2,6,22,10,2,6,3,2,0,0,12.88282832,5.907149762,1.310459845,1.260472957
33879,5,,182,237,4,1,3,1,-1,13,6,8,2,14,18,2,2,2,4,0,1,1.612332953,4.524609349,5.925323601,0.986697335
33880,18,,315,307,0,0,0,0,-1,19,5,6,1,,,3,3,2,2,0,0,2.508641397,3.135801746,3.419035452,2.452342189
33881,18,,270,105,3,0,0,0,-1,14,13,4,6,,,8,11,0,2,0,0,1.756376296,3.613116951,6.102153072,1.475771246
33882,8,,156,205,3,0,1,0,-1,18,11,5,1,16,13,4,7,2,3,1,2,3.368486844,3.358371268,2.407507113,0.464696971
33883,8,,106,58,0,1,0,0,-1,9,21,4,9,12,15,5,13,1,2,0,0,8.474523367,4.94685096,1.449589523,0.1889926
33884,7,,64,70,0,0,0,0,112,10,12,0,2,13,8,7,4,1,1,0,0,1.939209472,3.516701116,4.762618083,0.570034403
33885,7,,77,81,2,2,0,1,104,24,8,10,5,16,13,5,3,2,3,0,0,2.093293745,3.907481657,3.618407759,-0.585760271
33886,7,,52,319,2,1,1,1,77,13,26,5,7,13,9,2,9,2,1,0,0,2.884917063,3.505975598,2.644507308,-0.531039846
33887,7,,288,85,2,0,1,0,45,16,3,6,0,10,12,3,7,1,2,0,1,1.486823591,4.571729682,8.425333684,2.848627007
33888,7,,94,408,2,0,1,0,10,19,13,6,4,11,8,7,6,2,1,0,0,1.914092508,3.666998279,4.654267046,0.571095795
33889,7,,222,485,2,3,1,2,37,11,8,4,4,11,8,4,4,2,4,0,0,2.656846666,3.293277617,3.030623574,0.481144545
33890,7,,252,181,0,0,0,0,83,9,15,1,1,12,10,3,3,2,1,0,0,2.555379347,3.521192014,2.987982938,0.432187007
33891,7,,132,367,1,0,0,0,96,15,9,5,4,14,15,4,4,2,3,0,0,2.014239886,3.545062199,4.320544554,-0.172181816
33892,7,,290,226,3,4,2,3,33,23,8,6,4,17,19,8,3,1,4,0,0,2.087257162,3.439004657,4.164575004,-0.994577982
33893,7,,377,36,2,1,0,0,5,14,10,5,3,9,10,4,1,2,2,0,0,2.920213334,3.222304369,2.79937692,0.4474771
33894,7,,318,369,2,0,0,0,65,14,9,6,3,9,9,8,3,1,1,0,0,1.870866236,3.901806589,4.56211232,0.794464485
33895,7,,409,436,1,1,0,1,53,17,8,4,2,7,12,9,3,0,1,0,0,2.19125702,3.453501848,3.786734482,0.575527364
33896,12,,253,15,1,0,1,0,-1,16,6,9,3,14,18,4,2,0,1,0,0,2.061632504,3.337881196,4.437418532,-0.605620144
33897,18,,11,372,1,0,0,0,-1,15,2,6,1,,,6,0,1,2,0,0,1.847367454,3.461276384,5.562403103,2.959785608
33898,5,,236,60,2,2,1,2,-1,7,11,4,5,14,20,4,4,4,2,0,0,4.975611046,4.259123055,1.741463866,-0.638707275
33899,18,,112,270,0,2,0,0,-1,14,10,7,6,,,9,5,2,3,0,0,3.646281748,3.250167575,2.336057944,0.704665737
33900,18,,10,348,2,0,0,0,-1,5,8,3,6,,,0,7,1,4,0,1,2.102437167,3.168890802,4.57051558,2.018118336
33901,18,,43,331,1,3,1,2,-1,14,10,5,8,,,8,5,0,2,0,0,2.188701223,3.126716033,4.286626819,0.452666323
33902,7,,85,64,2,1,0,1,77,12,16,6,5,10,11,4,5,1,0,0,0,3.04988885,3.272066184,2.656029032,-0.296967912
33903,0,,129,426,3,0,1,0,-1,17,13,8,6,11,13,6,9,2,1,0,0,2.591943405,3.341177045,3.077932793,-0.520182124
33904,0,,75,152,1,1,1,1,-1,10,12,6,7,15,14,3,4,2,4,0,0,1.820477298,3.731978461,5.188360299,-0.285164332
33905,18,,249,459,1,0,0,0,-1,14,3,3,1,,,10,5,1,4,0,0,1.722711641,3.64809524,6.43483466,3.011880978
33906,17,,428,475,0,4,0,0,-1,12,15,7,9,,,3,5,0,2,0,0,1.750867394,3.924357953,5.433726397,1.153931568
33907,8,,387,364,2,0,0,0,-1,11,11,7,4,15,11,4,6,0,0,0,0,1.717614146,3.788854733,6.102582023,0.192831375
33908,12,,458,245,1,0,1,0,-1,22,5,6,4,25,13,5,2,3,3,0,1,1.803513478,4.017827249,4.839427833,-0.899055368
33909,18,,307,413,2,2,2,1,-1,7,9,3,6,,,3,8,0,3,0,0,2.425537557,3.064905197,3.683975452,1.176438708
33910,18,,316,446,2,1,1,0,-1,9,7,5,3,,,7,2,4,3,0,0,2.388423458,3.261502621,3.512387438,1.848409899
33911,18,,384,72,3,0,0,0,-1,14,5,7,2,,,8,7,2,0,0,0,1.593836156,4.091184527,7.238249548,2.960193742
33912,6,,439,493,1,0,0,0,-1,13,6,7,2,18,17,6,2,0,3,0,0,2.1147804,3.31315596,4.249701566,-0.753335089
33913,6,,269,256,2,0,1,0,-1,11,11,7,4,16,14,7,1,2,2,0,0,2.653025935,3.179580701,3.139076488,-0.92545256
33914,13,,54,259,3,1,2,0,-1,13,19,8,4,13,17,4,5,1,2,0,0,1.276127613,6.62604722,13.25209444,3.331197222
33915,19,,287,294,0,1,0,0,-1,9,22,5,5,17,16,6,6,2,1,0,0,10.26392128,5.909228463,1.345271235,0.668091643
33916,2,,390,470,1,3,0,1,-1,15,10,4,4,17,14,5,9,1,2,0,0,4.172635279,3.921271708,1.940526768,-0.743061882
33917,12,,406,155,1,1,1,1,-1,9,9,4,6,14,12,7,3,2,4,1,0,1.653301441,4.128303597,6.138005348,0.559495592
33918,12,,194,40,2,2,2,0,-1,13,9,6,3,15,15,6,0,2,4,0,1,8.389438944,4.415494181,1.505282107,0.912751801
33919,12,,98,414,2,3,1,1,-1,16,13,5,6,12,11,5,4,3,1,0,0,2.501419166,3.401930066,3.161793826,-0.451229665
33920,9,,356,394,2,1,0,0,101,13,13,6,2,9,20,4,8,1,3,0,0,2.416693282,3.625039923,3.121562156,0.109351795
33921,9,,134,66,3,3,2,1,123,7,7,2,4,13,10,4,1,1,1,0,0,1.878144121,3.696026934,4.830948248,0.190237563
33922,9,,291,192,1,0,0,0,69,15,13,5,1,10,15,6,3,1,2,0,0,1.688007107,4.053238621,5.852431824,1.148077995
33923,9,,171,2,2,0,1,0,124,4,9,2,1,11,11,4,8,2,1,0,0,2.049953714,3.470713714,4.272428285,0.814185489
33924,13,,207,42,1,0,1,0,-1,11,13,5,1,18,16,3,7,4,3,0,0,2.21945883,3.430072737,3.732726214,-0.215110606
33925,9,,104,317,4,1,1,0,105,19,7,9,4,8,7,6,2,2,2,0,0,1.881097706,3.7926997,4.656987835,1.115342272
33926,9,,326,482,0,2,0,2,44,4,13,2,4,11,16,6,6,2,2,0,0,4.456235097,3.471600007,2.009873688,-0.220039654
33927,11,,7,282,2,1,1,1,83,5,9,3,2,14,19,2,5,1,1,0,0,2.94248924,3.466494173,2.620024666,-0.703276367
33928,7,,408,52,1,0,1,0,45,18,11,6,1,7,10,12,2,3,3,1,1,1.801171954,3.922552255,5.003255428,1.976043387
33929,19,,295,434,1,1,0,1,-1,16,7,5,1,6,18,9,2,2,3,0,0,1.86689803,3.73379606,4.841954784,1.080840892
33930,13,,218,478,1,0,0,0,-1,14,11,3,2,17,15,6,4,1,3,0,0,1.841667176,4.146267086,4.428052227,-0.156622751
33931,19,,312,206,2,0,1,0,-1,14,13,8,1,12,15,4,5,2,2,0,0,2.069523642,3.399217576,4.299010464,0.443571855
33932,7,,369,222,2,1,0,1,33,11,12,5,6,17,14,11,5,3,3,0,0,2.658451556,3.376132394,2.96169698,-1.275165546
33933,7,,367,377,1,0,1,0,25,21,7,8,1,17,18,4,5,2,3,0,0,2.295143428,3.50258845,3.462672912,-0.478026069
33934,7,,319,288,2,1,1,0,73,11,17,3,7,5,22,5,5,2,4,0,0,3.2154096,3.304451712,2.52285984,-0.3979689
33935,7,,226,77,2,0,1,0,65,5,22,3,6,14,10,6,11,1,2,0,0,3.042606648,3.773232586,2.40205788,-0.572448502
33936,7,,181,409,0,1,0,0,59,8,8,2,3,12,11,6,3,2,0,0,0,2.01320132,3.774752475,4.02640264,0.113823882
33937,7,,81,290,0,0,0,0,112,10,14,3,3,14,18,5,16,3,2,0,0,2.04996905,3.683855272,3.988306121,-0.188856218
33938,9,,86,82,2,3,0,0,66,9,26,5,13,11,7,3,6,0,0,0,0,2.53256407,3.581913327,2.976519525,-1.393018062
33939,7,,70,132,1,2,0,2,53,7,10,1,2,12,10,3,2,2,1,0,0,3.79312057,3.439095983,2.194952436,0.262450097
33940,9,,74,65,0,1,0,0,104,9,9,2,4,16,15,1,4,4,2,0,0,2.377437744,3.296447292,3.496231976,-0.566839304
33941,11,,122,92,0,1,0,0,46,12,10,3,7,16,16,11,2,1,2,0,0,3.374651998,3.444130127,2.362256399,-1.751476589
33942,1,,217,208,1,3,0,0,58,15,18,9,8,11,12,9,7,0,2,0,0,1.561796107,4.352876891,7.143957675,0.482734356
33943,7,,36,318,4,2,2,0,37,20,9,8,3,14,11,3,3,1,3,0,0,2.475122406,3.404556125,3.202505317,-0.04933876
33944,5,,412,490,2,0,1,0,-1,8,8,2,2,19,16,4,7,3,2,0,0,2.235111809,3.337497271,3.802724164,-0.699482292
33945,5,,333,182,1,3,0,2,-1,7,8,4,6,16,17,4,5,2,2,0,0,4.27689769,3.704010701,1.975472374,-1.177773355
33946,5,,234,87,3,1,2,1,-1,8,4,3,2,14,8,5,1,2,1,0,0,3.615657181,3.485091783,2.239698754,0.080918657
33947,5,,84,14,3,2,2,0,-1,11,11,6,6,16,15,1,2,2,2,0,0,2.165586365,3.653162045,3.643042483,-0.951418253
33948,17,,473,268,2,3,0,3,-1,19,8,10,5,,,8,6,3,5,0,0,2.029811415,3.57246809,4.211858686,1.567560254
33949,16,,488,243,0,0,0,0,-1,8,4,4,1,,,4,4,2,5,0,0,1.655222741,3.57446874,7.930852518,4.129954137
33950,19,,273,71,3,3,2,1,-1,8,16,5,6,20,16,0,8,2,2,1,0,1.659520867,4.302829554,5.713919154,-0.484661867
33951,11,,95,108,3,0,2,0,138,9,10,3,3,11,14,5,6,1,1,0,0,2.054691961,3.738537081,3.90892617,0.089449268
33952,11,,109,363,2,0,2,0,147,12,11,7,2,11,10,3,8,2,0,0,0,2.524421497,3.524092409,3.029305796,0.363533746
33953,1,,5,140,2,1,1,0,42,10,9,6,1,11,15,4,6,3,1,0,0,1.367902081,5.321838023,10.9831554,3.145920825
33954,11,,120,311,0,1,0,0,51,9,7,4,3,7,12,6,3,0,2,0,0,1.9396771,3.748702374,4.39191136,0.831548919
33955,11,,161,263,1,0,1,0,143,8,15,3,4,11,14,2,7,1,2,0,0,2.301192394,3.541835249,3.411767853,-0.02768423
33956,11,,174,491,4,3,2,3,60,17,13,8,5,9,15,3,4,2,1,0,0,2.065099322,3.686957814,3.928725539,0.007965901
33957,11,,272,115,3,0,1,0,41,13,10,8,2,11,10,10,2,2,2,0,0,1.693097414,4.106014687,5.687590715,1.124709597
33958,11,,297,438,0,1,0,1,43,11,12,4,5,9,17,7,5,1,1,0,0,3.036818243,3.603690981,2.480068232,-0.581504218
33959,7,,485,94,1,2,0,0,35,12,17,3,5,14,13,2,4,2,4,0,0,2.062660496,3.521615481,4.14544451,-0.074044829
33960,11,,487,320,2,4,0,2,27,16,13,4,5,11,11,4,9,2,2,0,0,2.246110325,3.541164927,3.541164927,0.092811019
33961,1,,424,351,1,0,1,0,120,7,6,3,3,3,15,3,2,0,2,0,0,2.155305134,3.440393171,3.915976933,0.969755226
33962,1,,375,211,0,0,0,0,56,10,7,2,0,11,7,13,2,2,1,0,0,1.688913264,4.176773522,5.602742206,1.479418752
33963,1,,300,393,2,0,0,0,61,7,11,3,3,14,10,1,3,2,2,0,1,2.761335916,3.695169517,2.65088248,0.207712273
33964,1,,239,99,0,2,0,1,122,3,15,0,6,15,6,5,5,2,0,0,0,17.82907055,7.455615709,1.219832413,3.647850612
33965,11,,125,51,1,0,0,0,136,10,4,5,2,12,16,6,3,1,2,0,0,2.77219317,3.531005169,2.731723196,-0.264513648
33966,9,,366,474,1,1,0,0,126,13,7,2,2,7,12,4,3,1,4,0,0,1.746200317,3.857884422,5.614237066,1.723518554
33967,8,,441,156,2,3,0,2,-1,14,8,7,4,23,18,6,1,3,2,0,0,2.408482277,3.294246421,3.433580106,-1.914164231
33968,4,,265,425,1,3,1,1,20,12,6,6,4,11,14,7,1,2,1,0,1,2.288909066,3.774156726,3.245164409,-0.110225154
33969,4,,225,299,1,1,1,0,95,16,11,8,5,17,14,6,6,2,0,1,0,2.502209543,3.571702332,3.026866383,-1.128958221
33970,4,,142,165,3,1,2,0,48,15,11,4,3,17,8,4,0,1,1,0,2,2.823089044,3.554248797,2.670764096,-0.12943997
33971,13,,403,373,2,0,1,0,-1,11,12,5,3,22,18,4,5,2,2,0,0,2.897202257,3.414915375,2.688125805,-1.660948546
33972,2,,3,130,2,0,1,0,-1,32,6,9,1,12,11,8,8,2,3,0,1,1.387216998,5.599129478,9.047067379,3.024460824
33973,17,,157,329,2,1,1,1,-1,10,11,6,5,,,5,8,2,2,0,0,3.15560763,3.671428108,2.37681985,1.131434781
33974,17,,186,103,0,1,0,0,-1,9,9,1,2,,,4,7,0,1,0,0,1.942732353,3.623749466,4.559884745,2.296813789
33975,6,,460,49,1,2,0,2,-1,19,9,7,4,21,16,11,2,4,1,0,0,1.962289573,3.602562395,4.488108458,-1.369943867
33976,6,,322,221,1,0,0,0,-1,14,9,6,2,13,12,8,0,1,7,0,1,2.351828933,3.22997965,3.633727107,0.650619282
33977,6,,117,89,1,2,0,2,-1,16,6,6,3,16,14,12,6,0,1,0,0,2.320282533,3.268571916,3.662011129,-0.942551034
33978,4,,370,139,1,0,1,0,142,12,6,9,3,9,11,10,3,1,1,0,0,1.696345573,4.266258327,5.373453941,0.915400365
